,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighborhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address,Source
676,,Yes,Full Bar,"Casual, Trendy, Intimate, Classy",Casual,Yes,Shanghainese; Dim Sum; Szechuan; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,No,,,,No,A,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Tri Dim Shanghai,"Upper East Side, Yorkville",4.0,228.0,10075,1378 3rd Ave,Chinese
677,,Yes,Full Bar,Casual,Casual,Yes,Barbeque; Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,,Average,No,Street,Yes,Yes,Yes,,No,$11-30,Pig Heaven,"Upper East Side, Yorkville",4.0,236.0,10028,1420 3rd Ave,Chinese
678,,No,No,,Casual,Yes,Chinese; ,No,Yes,,,"Lunch, Dinner, Late Night",No,No,,,,,No,A,,,Loud,No,,Yes,No,No,,No,Under $10,China 1 Kitchen,Roosevelt Island,2.5,53.0,10044,609 Main St,Chinese
681,,Yes,No,Divey,Casual,No,Chinese; ,Yes,Yes,,,"Lunch, Dinner",No,Yes,,,,,No,A,Yes,,Average,No,,Yes,No,,,No,Under $10,Friendly Restaurant,Long Island City,3.5,56.0,11101,1205 40th Ave,Chinese
682,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; Ramen; ,No,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,No,No,$11-30,Peng?s Noodle Folk,"Yorkville, Upper East Side",4.5,322.0,10028,1659 1st Ave,Chinese
683,,Yes,,,,,Chinese; Food Trucks; Creperies; ,,No,Yes,,,,,,,,,,,,,,,,,No,,,,,Corgi Delight,Long Island City,5.0,1.0,11101,4405 Hunter St,Chinese
684,,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese; Chinese; Thai; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Quiet,No,Street,Yes,Yes,,,No,$11-30,Ahana,Upper East Side,4.0,133.0,10065,1154 1st Ave,Chinese
686,,Yes,Full Bar,Casual,Casual,Yes,Shanghainese; ,No,Yes,No,,"Lunch, Dinner",Yes,Yes,No,,,,No,A,,Yes,Average,No,Street,Yes,No,Yes,,No,$11-30,Joe?s Shanghai,Midtown West,3.5,1358.0,10019,24 W 56th St,Chinese
687,,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,Yes,,No,$11-30,Land of Plenty,Midtown East,3.5,281.0,10022,204E 58th St,Chinese
688,,No,No,Casual,Casual,Yes,Chinese; Halal; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,,Average,No,Street,Yes,No,Yes,,No,Under $10,Fatima?s Halal Kitchen,Astoria,4.0,337.0,11106,25-25 Broadway,Chinese
693,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Japanese; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Quiet,No,Street,Yes,Yes,,,No,$11-30,Hunan Delight,"Upper East Side, Yorkville",3.5,169.0,10075,1467 York Ave,Chinese
694,,Yes,Full Bar,,Casual,Yes,Chinese; ,,Yes,,,Dinner,Yes,Yes,,,,,No,A,,Yes,Average,No,,Yes,Yes,Yes,,Free,$11-30,China Jade,"Yorkville, Upper East Side",3.5,98.0,10028,1643 2nd Ave,Chinese
697,No,Yes,Full Bar,Casual,Casual,No,Dim Sum; Cantonese; ,No,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,,,,Yes,A,Yes,Yes,Average,No,,Yes,No,Yes,No,No,$11-30,Dim Sum Palace,"Midtown West, Theater District, Hell's Kitchen",4.0,861.0,10036,334 W 46th St,Chinese
698,,Yes,Beer & Wine Only,Casual,Casual,Yes,Szechuan; ,No,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,,Average,No,Street,Yes,Yes,,,No,$11-30,Grand Sichuan Eastern,Midtown East,3.5,232.0,10022,1049 2nd Ave,Chinese
702,,,Beer & Wine Only,,Casual,,Chinese; ,,Yes,,,,Yes,Yes,,,,,,,,,,No,,Yes,Yes,,,,£11-25,Ko Sing Restaurant,SoHo,3.5,3.0,L22 4QB,45 Crosby Rd N,Chinese
707,,,,,,,Hong Kong Style Cafe; Fast Food; Cantonese; ,,,,,,,,,,,,,,,,,,,,,,,,,Joe?s Steam Rice Roll,SoHo,4.5,2.0,10013,261 Canal St,Chinese
710,,Yes,Full Bar,"Casual, Trendy",Casual,No,Chinese; Wine Bars; Cocktail Bars; ,No,Yes,,Yes,"Lunch, Dinner",Yes,Yes,Yes,,,,No,A,,,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Pinch Chinese,South Village,4.0,225.0,10012,177 Prince St,Chinese
713,,Yes,Full Bar,Romantic,Casual,Yes,Shanghainese; Dim Sum; ,Yes,Yes,,Yes,Dinner,Yes,Yes,,,,,No,A,,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,China Blue,TriBeCa,4.0,559.0,10013,135 Watts St,Chinese
717,,,,,,,Chinese; Food Stands; ,,Yes,,,,Yes,Yes,,,,,,,,,,,Street,Yes,Yes,,,,Above $61,Chinese Food Cart,SoHo,5.0,1.0,10292,Broome & Broadway,Chinese
719,,Yes,Full Bar,Trendy,Casual,Yes,Asian Fusion; Portuguese; Chinese; ,No,Yes,,Yes,"Dinner, Late Night",Yes,No,,,,,No,A,,,Average,No,Street,Yes,Yes,,,Free,$31-60,Macao trading Co,TriBeCa,4.0,684.0,10013,311 Church St,Chinese
720,No,Yes,No,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,,"Lunch, Dinner",No,No,,,,,No,A,,,Average,No,Street,Yes,No,No,No,No,Under $10,Xi?an Famous Foods,"Nolita, Little Italy",4.0,162.0,10012,68 Kenmare St,Chinese
721,,No,Beer & Wine Only,Casual,Casual,Yes,Vietnamese; Asian Fusion; Chinese; ,Yes,Yes,,,Lunch,No,Yes,,Yes,,Yes,No,A,,Yes,Average,No,Street,Yes,No,,,No,$11-30,Mooncake Foods,South Village,4.0,497.0,10013,28 Watts St,Chinese
723,No,No,No,Casual,Casual,No,Shanghainese; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,Yes,,,No,A,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,Yes,No,No,$11-30,Tiny Shanghai,Little Italy,4.5,121.0,10013,122 Mulberry St,Chinese
737,No,Yes,Beer & Wine Only,"Casual, Trendy, Intimate, Classy",Casual,Yes,Japanese; Noodles; ,No,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,,,,No,,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,No,$11-30,Raku,South Village,4.5,124.0,10012,48 Macdougal St,Chinese
746,No,No,Beer & Wine Only,,,No,Szechuan; ,Yes,No,No,,,Yes,Yes,,,,,No,,,Yes,,Yes,Street,Yes,Yes,Yes,Yes,Free,$11-30,lumos kitchen,West Village,5.0,2.0,10014,38-40 Carmine St,Chinese
748,,Yes,No,Divey,Casual,No,Chinese; ,No,Yes,,,"Lunch, Dinner",No,Yes,,,,,No,A,,,Average,No,Street,Yes,No,,,No,Under $10,King Wok,West Village,3.5,119.0,10014,222 Varick St,Chinese
753,,Yes,Full Bar,"Trendy, Upscale",Dressy,Yes,Chinese; ,Yes,No,,,Dinner,Yes,No,,,,,No,A,,,Average,Yes,Street,Yes,Yes,,,No,Above $61,Mr Chow,TriBeCa,3.0,351.0,10013,121 Hudson St,Chinese
754,No,Yes,No,,,No,Chinese; ,No,No,No,Yes,,Yes,Yes,,,,,No,A,,Yes,,No,Street,Yes,No,No,Yes,No,Under $10,Xi?an Famous Foods,West Village,4.0,36.0,10014,313 6th Ave,Chinese
756,No,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Hot Pot; Barbeque; ,No,No,No,,"Lunch, Dinner, Late Night",Yes,Yes,No,Yes,,,No,A,,Yes,Average,No,Street,No,Yes,Yes,Yes,Free,$11-30,99 Favor Taste,Lower East Side,4.0,1500.0,10002,285 Grand St,Chinese
758,,Yes,Beer & Wine Only,Casual,Casual,Yes,Seafood; Cantonese; ,,Yes,,,Lunch,Yes,Yes,,,,,Yes,B,,,Average,No,Street,Yes,Yes,Yes,,No,$11-30,Bite of Hong Kong ???,Lower East Side,3.5,83.0,10002,81 Chrystie St,Chinese
783,,Yes,No,"Divey, Casual",,Yes,Chinese; Fast Food; ,No,Yes,,,"Lunch, Dinner",No,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,No,,,Free,Under $10,Dumpling Kingdom,Greenwich Village,3.5,186.0,10012,227 Sullivan St,Chinese
784,,No,No,Casual,,Yes,Food Stands; Chinese; Street Vendors; ,No,No,,,"Breakfast, Brunch, Lunch",No,Yes,,,,,No,,,,Average,No,Street,Yes,No,No,,No,Under $10,Cheong Fun Cart,"Little Italy, Chinatown",4.5,57.0,10013,159 Hester St.,Chinese
785,,No,No,Casual,Casual,Yes,Bakeries; Chinese; ,No,Yes,,,"Breakfast, Dessert",No,Yes,,,,,No,A,,,Quiet,No,,Yes,No,No,,No,Under $10,Fay Da Bakery,West Village,4.0,202.0,10012,321 W 6th Ave,Chinese
786,,No,No,Casual,Casual,Yes,Chinese; Taiwanese; ,No,Yes,,Yes,"Lunch, Dinner",No,Yes,,,,,Yes,A,,,Average,No,Street,Yes,No,,,No,Under $10,May Wah Fast Food,Little Italy,4.0,292.0,10013,190 Hester St,Chinese
788,,No,No,Casual,Casual,No,Cantonese; Asian Fusion; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,,,Average,No,Street,Yes,,Yes,Yes,No,$11-30,August Gatherings,Chinatown,3.5,182.0,10013,266 Canal St,Chinese
808,,No,No,,,Yes,Chinese; Food Stands; ,No,No,,,,No,No,,,,,No,,,,Quiet,No,Street,Yes,No,,,No,Under $10,Kong Kee,Little Italy,3.5,46.0,10002,212 Grand St,Chinese
811,,No,No,,Casual,Yes,Chinese; Noodles; ,No,No,,,,No,Yes,,,,,No,,,,,No,,Yes,No,,,No,Under $10,Rice Noodle Cart,Chinatown,4.5,54.0,10013,153 Centre St,Chinese
812,No,Yes,Beer & Wine Only,Casual,,Yes,Vietnamese; Sandwiches; Noodles; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner, Dessert",Yes,Yes,Yes,Yes,,Yes,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Hello Saigon,Greenwich Village,4.0,200.0,10012,180 Bleecker St,Chinese
813,,No,Beer & Wine Only,,,,Chinese; ,No,Yes,,,,Yes,Yes,,,,,Yes,A,,,,No,Street,Yes,No,,,No,,Best Fuzhou Restaurant,Lower East Side,4.0,5.0,10002,71A Eldridge St,Chinese
814,No,No,Full Bar,"Intimate, Classy",Dressy,Yes,Australian; Seafood; Asian Fusion; ,No,No,No,Yes,Dinner,Yes,Yes,No,,,,No,,,,Quiet,No,,No,Yes,No,No,No,Above $61,Mr. Jones Supper Club,West Village,5.0,51.0,10014,22 Jones St,Chinese
815,,Yes,Full Bar,Casual,Casual,Yes,Dim Sum; Cantonese; ,Yes,Yes,No,,"Brunch, Lunch",Yes,Yes,,,,,No,A,,Yes,Loud,No,"Garage, Street",Yes,Yes,,,No,$11-30,Jing Fong Restaurant,Chinatown,3.5,2075.0,10013,20 Elizabeth St,Chinese
816,,No,,,Casual,Yes,Street Vendors; Chinese; ,,No,,,,Yes,Yes,,,,,No,,,Yes,,No,,Yes,No,,,No,Under $10,Zongzi lady,Lower East Side,4.5,18.0,10002,Chrystie St Grand St,Chinese
817,,Yes,,Trendy,Casual,,Szechuan; ,,Yes,,,,No,Yes,No,,,,No,A,Yes,Yes,Average,No,,Yes,No,,,No,,Peppercorn Kitchen,Greenwich Village,4.0,67.0,10003,289 Mercer St,Chinese
839,,Yes,No,Casual,Casual,No,Chinese; ,No,Yes,,,,Yes,Yes,,,,,No,,,,Average,No,,Yes,No,,,No,Under $10,New China Red,TriBeCa,2.5,30.0,10007,118 Chambers St,Chinese
856,,No,No,Casual,Casual,Yes,Chinese; ,Yes,No,,Yes,"Breakfast, Brunch, Lunch, Dinner",Yes,Yes,,,,,Yes,C,,Yes,Average,No,,Yes,No,Yes,Yes,No,Under $10,King?s Kitchen,"Chinatown, Lower East Side",4.0,200.0,10002,92 E Broadway,Chinese
859,,No,No,Casual,Casual,Yes,Chinese; ,No,Yes,,Yes,"Brunch, Lunch",Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,No,Yes,,No,Under $10,Mei Yu Spring,Two Bridges,4.0,64.0,10002,29 Catherine St,Chinese
863,,,,,,,Chinese; ,,,,,,,,,,,,,B,,,,,,,,,,,,First Wok,Vinegar Hill,5.0,3.0,11201,155 York St,Chinese
865,,No,No,Casual,Casual,Yes,Chinese; ,No,No,,,,No,Yes,,,,,No,B,,,Average,No,Street,Yes,No,,,No,Under $10,Forever Taste,"Two Bridges, Lower East Side",4.0,29.0,10002,27 Rutgers St,Chinese
869,,Yes,No,Casual,Casual,Yes,Cantonese; Seafood; Dim Sum; ,Yes,No,No,,"Breakfast, Brunch, Lunch, Dinner",Yes,Yes,,,,,No,B,,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Wu?s Wonton King,Lower East Side,3.5,174.0,10002,165 E Broadway,Chinese
870,,No,No,,Casual,Yes,Chinese; ,Yes,Yes,,,,Yes,Yes,,,,,No,A,,,Quiet,No,,Yes,No,,,No,Under $10,Food King,Two Bridges,4.0,13.0,10002,56 Market St,Chinese
872,,,,,,,Chinese; ,,,,,,,,,,,,,,,,,,,,,,,,,New Arping Restaurant,Chinatown,5.0,1.0,10002,45 Division St,Chinese
896,,No,No,,Casual,Yes,Cafes; Chinese; ,No,No,,Yes,Lunch,No,Yes,,,,,No,A,,Yes,Average,No,,Yes,No,,,No,Under $10,Shui Mei Cafe,Chinatown,4.5,33.0,10002,67 E Broadway,Chinese
900,,No,No,Divey,Casual,Yes,Chinese; ,No,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,No,No,,No,Under $10,Golden Forest,Lower East Side,4.0,137.0,10002,353 Grand St,Chinese
902,,Yes,No,Casual,Casual,Yes,Chinese; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,No,Yes,,,No,A,Yes,Yes,Average,No,Street,Yes,No,,,No,Under $10,Vanessa?s Dumpling House,Lower East Side,4.0,2371.0,10002,118A Eldridge St,Chinese
903,,No,No,,Casual,Yes,Chinese; Noodles; ,No,Yes,,,"Lunch, Dinner",No,Yes,,,,,No,A,Yes,,Loud,No,Street,Yes,No,Yes,Yes,No,Under $10,Super Taste,"Chinatown, Lower East Side",4.0,489.0,10002,26 Eldridge St,Chinese
904,,Yes,,,,,Chinese; Venues & Event Spaces; Noodles; ,,,,,,,Yes,,,,,,,,Yes,,,,Yes,,,,,,Kings Co Imperial,Lower East Side,4.0,20.0,10002,168 1/2 Delancey St,Chinese
925,No,Yes,Beer & Wine Only,"Casual, Classy, Upscale",Casual,No,Szechuan; ,No,No,No,Yes,Dinner,Yes,Yes,,,,,No,A,,Yes,Quiet,No,Street,Yes,Yes,Yes,Yes,No,$31-60,Hwa Yuan,Chinatown,4.0,141.0,10002,42 E Broadway,Chinese
926,,No,No,Casual,Casual,No,Chinese; ,No,No,,,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,No,Yes,,No,Under $10,New Wong Rest,"Chinatown, Lower East Side",4.0,37.0,10002,103 E Broadway,Chinese
927,No,Yes,No,Casual,Casual,Yes,Shanghainese; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,,,,No,A,,Yes,Average,No,Street,Yes,No,No,Yes,No,$11-30,Yaso Tangbao,Downtown Brooklyn,4.0,652.0,11201,148 Lawrence St,Chinese
928,,Yes,,,,,Malaysian; Singaporean; ,Yes,Yes,,,,,,No,,,,,,,Yes,,No,,Yes,No,Yes,No,Free,,Perfect Taste,"Chinatown, Lower East Side",5.0,9.0,10002,51B Canal St,Chinese
929,,Yes,Full Bar,Casual,Casual,Yes,Cantonese; ,Yes,Yes,,,Dinner,Yes,Yes,,,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,Yes,,No,$11-30,Congee Village,Lower East Side,3.5,1430.0,10002,100 Allen St,Chinese
953,,No,Beer & Wine Only,Casual,Casual,Yes,Cantonese; Noodles; ,No,No,,,"Lunch, Dinner, Late Night",Yes,Yes,,Yes,,,No,B,,Yes,Average,No,Street,Yes,No,Yes,,No,Under $10,Great NY Noodle Town,Chinatown,3.5,1162.0,10013,28 Bowery,Chinese
954,,Yes,Full Bar,,Casual,Yes,Chinese; ,No,Yes,,Yes,Dinner,Yes,No,No,,,,No,A,Yes,Yes,Loud,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Mission Chinese,Lower East Side,3.0,680.0,10002,171 E Broadway,Chinese
955,,No,,,,Yes,Coffee & Tea; Chinese; ,,No,,,,Yes,Yes,,,,,No,A,,,,No,,Yes,No,,,No,Under $10,Lee Chung Cafe,Two Bridges,3.5,16.0,10002,82 Madison St,Chinese
958,,Yes,No,,Casual,No,Chinese; ,Yes,Yes,,,,No,Yes,,,,,No,A,,,Average,No,,Yes,No,,,No,Under $10,Shun Wei,Two Bridges,3.0,21.0,10038,45 Catherine St,Chinese
959,,No,No,,Casual,Yes,Chinese; ,No,No,,,"Lunch, Dinner",No,Yes,,,,,No,A,,Yes,Average,No,Street,Yes,No,,,No,Under $10,China North Dumpling,Lower East Side,4.0,278.0,10002,27 Essex StSte A,Chinese
976,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Quiet,No,Street,Yes,Yes,Yes,No,Free,$11-30,Shu Han Ju,West Village,3.5,137.0,10011,465 6th Ave,Chinese
1013,No,Yes,Beer & Wine Only,"Casual, Trendy",Casual,Yes,Cajun/Creole; Seafood; Chinese; ,,No,No,Yes,"Dinner, Late Night",Yes,No,,Yes,,,Yes,B,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Le Sia,East Village,4.0,155.0,10003,11 E 7th St,Chinese
1018,,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,,,No,,,,Average,No,Street,Yes,Yes,,,No,$11-30,The Cottage,"Union Square, Gramercy, Flatiron",2.5,225.0,10003,33 Irving Pl,Chinese
1020,,Yes,Full Bar,Trendy,Dressy,No,Chinese; ,Yes,Yes,No,,"Dinner, Late Night",Yes,No,,,,,Yes,A,,Yes,Very Loud,Yes,Street,Yes,Yes,Yes,Yes,Free,$31-60,Jue Lan Club,Flatiron,3.0,257.0,10011,49 W 20th St,Chinese
1030,,Yes,,,,,Asian Fusion; Japanese; Korean; ,,Yes,,,,No,Yes,,,,,No,A,,,,No,,Yes,No,,,No,$11-30,MIGHTY Bowl,Upper East Side,5.0,36.0,10075,1109 Lexington Ave,Chinese
1031,,Yes,Full Bar,,Casual,Yes,Chinese; ,No,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,A,,,Average,No,,Yes,Yes,Yes,,No,$11-30,Our Place China Chalet,"Upper East Side, Yorkville",3.0,54.0,10075,242 E 79th St,Chinese
1032,,Yes,Beer & Wine Only,,Casual,Yes,Chinese; Bars; Seafood; ,Yes,Yes,,,Dinner,Yes,Yes,,,,,No,A,,,Average,No,Street,Yes,Yes,,,No,$11-30,Wa Jeal Sichuan Chili House,"Yorkville, Upper East Side",3.5,379.0,10028,1588 2nd Ave,Chinese
1035,,Yes,No,Casual,,Yes,Chinese; Chicken Wings; ,No,Yes,,,Lunch,Yes,Yes,,,,,Yes,A,,,Average,No,Street,Yes,No,,,No,$11-30,Tang?s Garden,"Upper East Side, Yorkville",3.0,91.0,10021,1328 3rd Ave,Chinese
1037,,Yes,No,,Casual,Yes,Chinese; ,Yes,Yes,,,Lunch,Yes,Yes,,,,,Yes,A,,Yes,Quiet,No,,Yes,Yes,Yes,,No,$11-30,A-jiao,"Yorkville, Upper East Side",3.5,109.0,10128,1817 2nd Ave,Chinese
1038,,Yes,No,Divey,Casual,Yes,Chinese; ,No,Yes,,,Dinner,No,Yes,,,,,No,A,,,Average,No,Street,Yes,No,,,No,Under $10,East Garden Chinese Restaurant,"Yorkville, Upper East Side",3.5,50.0,10128,1685 1st Ave,Chinese
1039,,Yes,Full Bar,Casual,Casual,Yes,Chinese; Lounges; ,Yes,Yes,,,"Brunch, Lunch, Dinner",Yes,Yes,,,,,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,,,Free,$11-30,Cafe Evergreen,"Upper East Side, Yorkville",3.5,150.0,10021,1367 1st Ave,Chinese
1041,,Yes,Full Bar,Casual,,Yes,Chinese; Sushi Bars; Gluten-Free; ,Yes,Yes,,Yes,"Lunch, Dinner",Yes,Yes,,,Yes,,No,A,Yes,Yes,Average,No,Street,Yes,Yes,,,No,$11-30,Lilli & Loo,Upper East Side,3.5,349.0,10065,792 Lexington Ave,Chinese
1042,,Yes,Full Bar,Casual,Casual,Yes,Japanese; Chinese; Sushi Bars; ,Yes,Yes,,,Dinner,Yes,Yes,,,,,Yes,A,,Yes,Average,No,Street,Yes,Yes,,,No,$11-30,Chinatown Restaurant,"Yorkville, Upper East Side",3.0,246.0,10128,1650 3rd Ave,Chinese
1044,No,Yes,Full Bar,Trendy,Dressy,Yes,Chinese; Asian Fusion; ,Yes,Yes,,,Dinner,Yes,No,,,,,Yes,A,,,Average,Yes,Street,Yes,Yes,,,Free,$31-60,Philippe By Philippe Chow,Upper East Side,3.5,594.0,10065,33 E 60th St,Chinese
1045,,Yes,Full Bar,"Casual, Intimate",Casual,Yes,Thai; Asian Fusion; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,,Yes,Yes,Yes,No,B,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Up Thai,"Upper East Side, Yorkville",4.5,1853.0,10021,1411 2nd Ave,Chinese
1047,,Yes,No,Casual,Casual,Yes,Thai; Chinese; ,No,Yes,,,"Lunch, Dinner",No,Yes,,,,,No,B,,,Average,No,,Yes,No,No,,No,$11-30,Harvest Chinese & Thai Cuisine,"Upper East Side, Yorkville",3.5,72.0,10075,1502 1st Ave,Chinese
1049,,Yes,No,Casual,Casual,No,Chinese; ,No,Yes,,,,No,Yes,,,,,Yes,C,,,,No,Street,Yes,No,,,No,Under $10,China Taste,"Upper East Side, Yorkville",3.0,59.0,10028,1570 A 2nd Ave,Chinese
1069,,Yes,,,,,Asian Fusion; Ramen; Creperies; ,,Yes,,,,Yes,Yes,,,,,No,A,,Yes,,Yes,,Yes,Yes,,,No,$11-30,64st Garden Cafe,Upper East Side,4.0,20.0,10065,406 East 64th St,Chinese
1074,,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,,,,No,Yes,,,,,Yes,A,,,Quiet,No,Street,Yes,No,,,No,$11-30,Charley Mom Restaurant,"Yorkville, Upper East Side",3.5,77.0,10028,1580 York Ave,Chinese
1075,,Yes,No,,Casual,Yes,Chinese; ,Yes,Yes,,,,No,Yes,,,,,No,A,,,Loud,No,Street,Yes,No,,,No,Under $10,New Sunny East 88,"Yorkville, Upper East Side",3.5,58.0,10128,1680 1st Ave,Chinese
1078,,Yes,No,"Divey, Casual",Casual,Yes,Chinese; ,,Yes,,,,No,Yes,,,,,No,B,,,Average,No,,Yes,No,,,No,Under $10,New Wong Asian Food,Upper East Side,2.5,58.0,10065,1217 1st Ave,Chinese
1079,,Yes,No,,Casual,Yes,Chinese; ,,Yes,,,,No,Yes,,,,,No,A,,,Quiet,No,,Yes,No,Yes,,No,Under $10,New Hua Yung Kitchen,Washington Heights,4.0,22.0,10033,4131 Broadway,Chinese
1080,,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,,,,Yes,Yes,,,,,Yes,B,,,Average,No,Street,Yes,No,,,No,$11-30,New Golden Star,Washington Heights,3.5,72.0,10033,4247 Broadway,Chinese
1081,,Yes,No,Casual,Casual,Yes,Chinese; Japanese; Seafood; ,No,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,Yes,A,Yes,Yes,Quiet,No,Street,Yes,No,,,No,Under $10,Jade Garden,Washington Heights,3.5,71.0,10032,4028 Broadway,Chinese
1083,No,Yes,No,Casual,Casual,Yes,Shanghainese; ,Yes,No,No,Yes,"Lunch, Dinner",Yes,Yes,No,Yes,Yes,Yes,Yes,,,Yes,Average,No,"Garage, Street, Private Lot",Yes,No,Yes,Yes,Free,$11-30,Soup Dumpling Plus,,4.5,573.0,07024,1550 Lemoine AveSte 109,Chinese
1084,,Yes,No,,Casual,Yes,Chinese; ,No,Yes,,,"Lunch, Dinner",No,Yes,,,,,No,A,,,Average,No,,Yes,No,,,No,Under $10,Golden City Chinese Restaurant,Washington Heights,4.5,7.0,10033,2545 Amsterdam Ave,Chinese
1085,,Yes,No,,Casual,Yes,Chinese; ,No,Yes,,,,Yes,Yes,,,,,No,A,,,Quiet,No,,Yes,No,,,Free,Under $10,King Garden Restaurant,Washington Heights,4.0,12.0,10033,4316 Broadway,Chinese
1086,,Yes,No,Casual,Casual,Yes,Dim Sum; Shanghainese; ,No,No,,,"Lunch, Dinner",Yes,Yes,,Yes,Yes,Yes,No,,Yes,Yes,Average,No,Private Lot,Yes,Yes,Yes,No,Free,$11-30,Shanghai Restaurant,,4.0,258.0,07024,493 Main St,Chinese
1087,No,Yes,No,,,No,Chinese; Soup; Sandwiches; ,No,Yes,No,,"Brunch, Dinner",Yes,Yes,,,,,No,A,,,Quiet,No,,Yes,No,,,,Under $10,Yang Garden Chinese Restaurant,Washington Heights,3.5,16.0,10033,816 W 187th St,Chinese
1088,,Yes,Full Bar,Casual,Casual,Yes,Chinese; Noodles; ,Yes,Yes,,,"Lunch, Dinner",Yes,Yes,,,,,No,B,,,Average,No,Street,Yes,Yes,Yes,,Free,$11-30,Empire Szechuan Noodle House,Washington Heights,2.5,177.0,10032,4041 Broadway,Chinese
1089,,Yes,No,,Casual,No,Chinese; ,No,Yes,,,,No,Yes,,,,,No,A,,Yes,Loud,No,,Yes,No,,,No,Under $10,Splendid China,Washington Heights,3.5,23.0,10032,2038 Amsterdam Ave,Chinese
1090,,No,No,Casual,Casual,Yes,Chinese; ,Yes,Yes,,,,No,Yes,,,,,No,A,,,Average,No,Street,Yes,No,,,No,Under $10,No 1 Chinese Restaurant,Washington Heights,3.5,114.0,10033,825 W 181st St,Chinese
1091,,No,No,,Casual,Yes,Chinese; ,No,Yes,,,,No,No,,,,,No,A,,,Average,No,Street,Yes,No,,,No,Under $10,First Choice Chinese Kitchen,Washington Heights,3.0,45.0,10032,3893 Broadway,Chinese
