,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
425,NA,Yes,Full Bar,Casual,Casual,Yes,Thai; Noodles; Soup; ,Yes,Yes,No,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,A,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,No,$11-30,Thai Market,Manhattan Valley,4.0,904,10025,960 Amsterdam Ave
426,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; Peruvian; Cocktail Bars; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,$11-30,Flor De Mayo,Upper West Side,4.0,1091,10024,484 Amsterdam Ave
427,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Asian Fusion; Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,La Salle Dumpling Room,Harlem,4.0,188,10027,3141 Broadway
428,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,Lunch,No,No,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,No,NA,No,Under $10,Yummy City,East Harlem,4.0,33,10029,1557 Lexington Ave
429,NA,No,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,No,Under $10,New King Wok Restaurant,Harlem,3.5,11,10027,2025 7th Ave
430,NA,Yes,Full Bar,NA,Casual,Yes,Chinese; Sushi Bars; Japanese; ,Yes,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Hunan Park,Upper West Side,3.0,79,10025,721 Columbus Ave
431,NA,Yes,No,Casual,Casual,Yes,Chinese; Noodles; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,Yes,NA,No,$11-30,Noodle Fun,"Yorkville, Upper East Side",4.0,128,10128,1744 1st Ave
432,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,Yes,No,$11-30,La Nueva Victoria,Upper West Side,3.0,81,10025,2536 Broadway
433,NA,No,No,NA,Casual,Yes,Food Trucks; Chinese; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Uncle Luoyang,Morningside Heights,3.5,30,10027,3010 Broadway
434,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ten Ming Gong Zhe,Manhattan Valley,NA,NA,10025,929 Amsterdam Ave
435,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Wok 88,"Yorkville, Upper East Side",3.5,235,10128,1570 3rd Ave
436,NA,Yes,Full Bar,Casual,Casual,Yes,Asian Fusion; ,NA,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,Yes,Yes,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Ozen,Manhattan Valley,3.0,173,10025,760 Amsterdam Ave
437,NA,Yes,Beer & Wine Only,NA,NA,Yes,Chinese; Noodles; ,Yes,Yes,NA,NA,NA,No,Yes,Yes,NA,NA,NA,Yes,A,NA,NA,NA,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Dun Huang,Morningside Heights,4.0,37,10027,1268 Amsterdam Ave
438,NA,Yes,Full Bar,Casual,Casual,Yes,Dim Sum; Cantonese; Asian Fusion; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,NA,Yes,NA,No,$31-60,RedFarm,Upper West Side,3.5,544,10024,2170 Broadway
439,NA,Yes,No,NA,Casual,No,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,NA,Yes,No,NA,NA,NA,Under $10,New Kam Lai Chinese,Upper West Side,2.5,53,10025,708 Amsterdam Ave
440,NA,Yes,No,NA,Casual,Yes,Chinese; Imported Food; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,NA,Yes,No,No,NA,No,Under $10,Empire,Harlem,3.5,22,10039,1902 Adam Clayton Powell Jr Blvd
441,NA,Yes,NA,NA,Formal (Jacket Required),NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,Yes,Yes,NA,NA,NA,Above $61,Zheng’s River Restaurant,Harlem,4.0,1,10026,2076 Frederick Douglass B
442,NA,NA,NA,NA,Casual,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benny’s Lung Sheng,Manhattan Valley,2.0,4,10025,906 Columbus Ave
443,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,No,Under $10,China King,East Harlem,4.0,23,10029,1759 Lexington Ave
444,NA,Yes,NA,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,A,NA,NA,Average,No,NA,Yes,NA,NA,NA,NA,Under $10,Peking Kitchen II,Harlem,3.5,18,10026,2162 8th Ave
445,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,No,$11-30,Mei Chung Mei Restaurant,Kingsbridge,4.0,15,10463,157 W 231st St
446,NA,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,NA,$11-30,China Wang,Marble Hill,3.5,7,10463,109 W 225th St
447,NA,Yes,No,Casual,Casual,No,Chinese; ,NA,No,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,NA,Under $10,Little China City,Fordham,4.5,20,10458,371 E Fordham Rd
448,NA,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Lotus Express,"Inwood, Washington Heights",4.0,50,10034,4840 Broadway
449,NA,No,No,NA,Casual,NA,Chinese; American (New); ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,A,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,Panda Restaurant,Kingsbridge,3.5,10,10463,5625 Broadway
450,NA,No,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,Double Dragon Restaurant,Bedford Park,4.0,15,10468,2647 Jerome Ave
451,NA,No,No,NA,Casual,No,Chinese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,Good Taste Chinese Restaurant,Fordham,5.0,1,10458,209 E 183rd St
452,NA,Yes,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,Yes,No,Under $10,New Kam Sheng,Riverdale,3.5,19,10463,454 W 238th St
453,NA,Yes,Full Bar,Casual,Casual,Yes,Kosher; Japanese; Chinese; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Kai Fan Asian Cuisine,Riverdale,3.5,32,10463,3717 Riverdale Ave
454,NA,Yes,No,Casual,Casual,Yes,Asian Fusion; Vietnamese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Moon Star Grill,Riverdale,4.0,82,10463,3519-25 Johnson Ave
455,NA,NA,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,Under $10,Hung Ying Chinese Take Out,Fordham,3.5,3,10458,342 E 188th St
456,NA,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,No,NA,NA,No,$11-30,Amy’s Restaurant,"Inwood, Washington Heights",3.5,99,10034,586 W 207th St
457,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,No,Under $10,Golden City Chinese Takeout,Kingsbridge,3.5,11,10463,238 W 231st St
458,NA,No,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,Under $10,Wai Kang Restaurant,Bedford Park,3.5,12,10468,39 Bedford Park Blvd
459,NA,Yes,No,NA,Casual,NA,Chinese; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,No,NA,NA,No,Under $10,Hang Lee Chinese,"Inwood, Washington Heights",4.0,24,10034,666 W 204th St
460,NA,No,No,Casual,Casual,NA,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Panda House,Washington Heights,3.0,23,10040,82 Nagle Ave
461,NA,No,No,NA,Casual,No,Chinese; Bubble Tea; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,NA,No,Under $10,Mei Mei Restaurant,Bedford Park,3.5,43,10468,2833 Grand Concourse
462,NA,Yes,No,NA,Casual,Yes,Tex-Mex; Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,NA,$11-30,No. 1 Restaurant,Washington Heights,3.5,20,10040,4480 Broadway
463,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under $10,Great Wall Chinese Food,Fordham,4.5,3,10468,2359 Grand Concourse
464,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Under $10,Happy Garden,Bedford Park,4.0,3,10458,277 E Kingsbridge Rd
465,NA,Yes,NA,NA,NA,NA,Chinese; Asian Fusion; ,NA,Yes,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Chinito Latino,Washington Heights,3.5,17,10040,122 Dyckman St
466,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,Lin Home Chinese Restaurant,Bedford Park,4.0,7,10468,2461 University Ave
467,NA,Yes,No,NA,Casual,Yes,Japanese; Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Empire 19,Riverdale,2.5,27,10463,19A Knolls Crescent
468,NA,Yes,No,Divey,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,Under $10,U Like Chinese Take Out,"Inwood, Washington Heights",3.0,67,10034,4926 Broadway
469,NA,No,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Foo Hing Kitchen,Kingsbridge,4.0,11,10468,2895 Sedgwick Ave
470,NA,Yes,No,NA,Casual,NA,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,NA,Yes,No,NA,NA,No,Under $10,New Luen Hing,Kingsbridge,2.0,20,10463,3010 Bailey Ave
471,NA,No,No,NA,Casual,NA,Cantonese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Loud,No,NA,Yes,No,NA,NA,No,Under $10,Number One Restaurant,Bedford Park,3.0,2,10468,64 W Kingsbridge Rd
472,NA,No,No,NA,Casual,Yes,Chinese; Japanese; Thai; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,NA,Yes,No,NA,NA,No,Under $10,Pick Up Six,Kingsbridge,3.0,6,10463,221 W 230th St
473,NA,Yes,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,China Sea,Washington Heights,2.5,12,10040,200 Dyckman St
474,NA,NA,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,Under $10,Hung Ying Chinese Take Out,Fordham,3.5,3,10458,342 E 188th St
475,NA,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,No,NA,NA,No,$11-30,Amy’s Restaurant,"Inwood, Washington Heights",3.5,99,10034,586 W 207th St
476,NA,No,No,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,NA,Yes,No,NA,NA,No,Under $10,Golden City Chinese Takeout,Kingsbridge,3.5,11,10463,238 W 231st St
477,NA,No,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,Under $10,Wai Kang Restaurant,Bedford Park,3.5,12,10468,39 Bedford Park Blvd
478,NA,Yes,No,NA,Casual,NA,Chinese; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,No,NA,NA,No,Under $10,Hang Lee Chinese,"Inwood, Washington Heights",4.0,24,10034,666 W 204th St
479,NA,No,No,Casual,Casual,NA,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Panda House,Washington Heights,3.0,23,10040,82 Nagle Ave
480,NA,No,No,NA,Casual,No,Chinese; Bubble Tea; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,NA,No,Under $10,Mei Mei Restaurant,Bedford Park,3.5,43,10468,2833 Grand Concourse
481,NA,Yes,No,NA,Casual,Yes,Tex-Mex; Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,No,NA,NA,$11-30,No. 1 Restaurant,Washington Heights,3.5,20,10040,4480 Broadway
482,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Under $10,Great Wall Chinese Food,Fordham,4.5,3,10468,2359 Grand Concourse
483,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Under $10,Happy Garden,Bedford Park,4.0,3,10458,277 E Kingsbridge Rd
484,NA,Yes,NA,NA,NA,NA,Chinese; Asian Fusion; ,NA,Yes,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Chinito Latino,Washington Heights,3.5,17,10040,122 Dyckman St
485,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,Lin Home Chinese Restaurant,Bedford Park,4.0,7,10468,2461 University Ave
486,NA,Yes,No,NA,Casual,Yes,Japanese; Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Empire 19,Riverdale,2.5,27,10463,19A Knolls Crescent
487,NA,Yes,No,Divey,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,Under $10,U Like Chinese Take Out,"Inwood, Washington Heights",3.0,67,10034,4926 Broadway
488,NA,No,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Foo Hing Kitchen,Kingsbridge,4.0,11,10468,2895 Sedgwick Ave
489,NA,Yes,No,NA,Casual,NA,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,NA,Yes,No,NA,NA,No,Under $10,New Luen Hing,Kingsbridge,2.0,20,10463,3010 Bailey Ave
490,NA,No,No,NA,Casual,NA,Cantonese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Loud,No,NA,Yes,No,NA,NA,No,Under $10,Number One Restaurant,Bedford Park,3.0,2,10468,64 W Kingsbridge Rd
491,NA,No,No,NA,Casual,Yes,Chinese; Japanese; Thai; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,NA,Yes,No,NA,NA,No,Under $10,Pick Up Six,Kingsbridge,3.0,6,10463,221 W 230th St
492,NA,Yes,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,China Sea,Washington Heights,2.5,12,10040,200 Dyckman St
493,NA,No,NA,NA,NA,NA,Chinese; Seafood; ,NA,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,NA,NA,NA,No,NA,Yeung Hing Restuarant,Kingsbridge,4.0,1,10463,3650 Bailey Ave
494,NA,NA,NA,NA,Casual,No,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Number 8 Chinese Restaurant,University Heights,3.0,1,10468,176 W Fordham Rd
495,NA,No,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,Lucky Star,Mount Hope,3.0,3,10468,145 W Kingsbridge Rd
496,NA,NA,NA,NA,Casual,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,Loud,NA,NA,NA,NA,NA,NA,NA,NA,Pioneer Chinese Restaurant,Kingsbridge,3.5,3,10463,223 W 231st St
497,NA,NA,No,NA,Casual,No,Chinese; ,Yes,Yes,NA,NA,"Dinner, Late Night",No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Hong Kong Kitchen,Bedford Park,3.5,2,10458,214 E 198th St
498,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China Wok II,East Tremont,4.0,1,10458,2461 Webster Ave
499,NA,NA,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China City,Fordham,1.0,1,10458,308 E 188th St
500,NA,Yes,NA,NA,Formal (Jacket Required),No,Chinese; ,NA,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,$11-30,Golden Gate Restaurant,Kingsbridge,2.0,8,10463,300 W 231st St
501,NA,NA,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Under $10,Hong Kong Restaurant,Fordham,2.5,3,10453,30 W 183rd St
502,NA,No,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,NA,Yes,No,NA,NA,No,$11-30,New Yung Hong Chinese Restaurant,Kingsbridge,2.5,4,10463,2800 Bailey Ave
503,NA,Yes,NA,NA,NA,NA,Chinese; Asian Fusion; ,NA,Yes,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Chinito Latino,Washington Heights,3.5,17,10040,122 Dyckman St
504,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,No,NA,NA,No,NA,NA,NA,NA,Lin Home Chinese Restaurant,Bedford Park,4.0,7,10468,2461 University Ave
505,NA,Yes,No,NA,Casual,Yes,Japanese; Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Empire 19,Riverdale,2.5,27,10463,19A Knolls Crescent
506,NA,Yes,No,Divey,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,Under $10,U Like Chinese Take Out,"Inwood, Washington Heights",3.0,67,10034,4926 Broadway
507,NA,No,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Foo Hing Kitchen,Kingsbridge,4.0,11,10468,2895 Sedgwick Ave
508,NA,Yes,No,NA,Casual,NA,Chinese; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,NA,Yes,No,NA,NA,No,Under $10,New Luen Hing,Kingsbridge,2.0,20,10463,3010 Bailey Ave
509,NA,No,No,NA,Casual,NA,Cantonese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Loud,No,NA,Yes,No,NA,NA,No,Under $10,Number One Restaurant,Bedford Park,3.0,2,10468,64 W Kingsbridge Rd
510,NA,No,No,NA,Casual,Yes,Chinese; Japanese; Thai; ,No,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,NA,Yes,No,NA,NA,No,Under $10,Pick Up Six,Kingsbridge,3.0,6,10463,221 W 230th St
511,NA,Yes,NA,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,China Sea,Washington Heights,2.5,12,10040,200 Dyckman St
512,NA,No,NA,NA,NA,NA,Chinese; Seafood; ,NA,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,NA,NA,NA,No,NA,Yeung Hing Restuarant,Kingsbridge,4.0,1,10463,3650 Bailey Ave
513,NA,NA,NA,NA,Casual,No,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Number 8 Chinese Restaurant,University Heights,3.0,1,10468,176 W Fordham Rd
514,NA,No,No,NA,Casual,NA,Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,No,NA,Yes,No,NA,NA,No,Under $10,Lucky Star,Mount Hope,3.0,3,10468,145 W Kingsbridge Rd
515,NA,NA,NA,NA,Casual,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,Loud,NA,NA,NA,NA,NA,NA,NA,NA,Pioneer Chinese Restaurant,Kingsbridge,3.5,3,10463,223 W 231st St
516,NA,NA,No,NA,Casual,No,Chinese; ,Yes,Yes,NA,NA,"Dinner, Late Night",No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Hong Kong Kitchen,Bedford Park,3.5,2,10458,214 E 198th St
517,NA,NA,NA,NA,NA,NA,Chinese; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China Wok II,East Tremont,4.0,1,10458,2461 Webster Ave
518,NA,NA,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China City,Fordham,1.0,1,10458,308 E 188th St
519,NA,Yes,NA,NA,Formal (Jacket Required),No,Chinese; ,NA,Yes,NA,NA,NA,No,No,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,$11-30,Golden Gate Restaurant,Kingsbridge,2.0,8,10463,300 W 231st St
520,NA,NA,NA,NA,NA,NA,Chinese; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Under $10,Hong Kong Restaurant,Fordham,2.5,3,10453,30 W 183rd St
